COMPANY CODE,BUSINESS AREA,CREDIT CONTROL AREA,CUSTOMER,BRANCH,BRANCH NAME,CUSTOMER NAME,DOCUMENT TYPE,DOCUMENT NUMBER,BILLING DOCUMENT,REFERENCE KEY 2,REFERENCE KEY 3,ISSUED DATE,NET DUE DATE,TERMS OF PAYMENT,DUE DAYS,AMOUNT,CLEARING,COMMITTED,BALANCE,CUR.,CREDIT LIMIT,TEXT,NOT OVERDUE,1 TO 30 DD,31 TO 60 DD,> TO 60 - DD,DOC.TYPE,DIVISION,DAYS LATE AT THE END OF THE MONTH,PAYMENTS AND CREDIT NOTES,EMAIL,COMPANY CODE2,# DOCUMENT,CODE
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017500,502314954,0,0,14/06/2025,13/08/2025,0,65,36685.8,0,0,36685.8,TTD,3000000,0,0,0,0,36685.8,Invoice,Cement,79,0,jplconcretedivision@gmail.com,TCL,502314954,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017541,502344903,0,0,17/06/2025,16/08/2025,0,62,34573.28,0,0,34573.28,TTD,3000000,0,0,0,0,34573.28,Invoice,Cement,76,0,jplconcretedivision@gmail.com,TCL,502344903,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017542,502344906,0,0,17/06/2025,16/08/2025,0,62,34302.77,0,0,34302.77,TTD,3000000,0,0,0,0,34302.77,Invoice,Cement,76,0,jplconcretedivision@gmail.com,TCL,502344906,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017689,502409106,0,0,25/06/2025,24/08/2025,0,54,35822.76,0,0,35822.76,TTD,3000000,0,0,0,35822.76,0,Invoice,Cement,68,0,jplconcretedivision@gmail.com,TCL,502409106,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017717,502357299,0,0,18/06/2025,17/08/2025,0,61,34869.54,0,0,34869.54,TTD,3000000,0,0,0,0,34869.54,Invoice,Cement,75,0,jplconcretedivision@gmail.com,TCL,502357299,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017719,502357402,0,0,18/06/2025,17/08/2025,0,61,34972.59,0,0,34972.59,TTD,3000000,0,0,0,0,34972.59,Invoice,Cement,75,0,jplconcretedivision@gmail.com,TCL,502357402,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017725,502390238,0,0,23/06/2025,22/08/2025,0,56,37213.93,0,0,37213.93,TTD,3000000,0,0,0,37213.93,0,Invoice,Cement,70,0,jplconcretedivision@gmail.com,TCL,502390238,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017726,502390241,0,0,23/06/2025,22/08/2025,0,56,35732.59,0,0,35732.59,TTD,3000000,0,0,0,35732.59,0,Invoice,Cement,70,0,jplconcretedivision@gmail.com,TCL,502390241,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400017733,502422785,0,0,25/06/2025,24/08/2025,0,54,36492.58,0,0,36492.58,TTD,3000000,0,0,0,36492.58,0,Invoice,Cement,68,0,jplconcretedivision@gmail.com,TCL,502422785,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018132,502448349,0,0,27/06/2025,26/08/2025,0,52,35565.13,0,0,35565.13,TTD,3000000,0,0,0,35565.13,0,Invoice,Cement,66,0,jplconcretedivision@gmail.com,TCL,502448349,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018141,502501256,0,0,2/07/2025,31/08/2025,0,47,37201.05,0,0,37201.05,TTD,3000000,0,0,0,37201.05,0,Invoice,Cement,61,0,jplconcretedivision@gmail.com,TCL,502501256,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018261,502379620,0,0,21/06/2025,20/08/2025,0,58,35049.88,0,0,35049.88,TTD,3000000,0,0,0,35049.88,0,Invoice,Cement,72,0,jplconcretedivision@gmail.com,TCL,502379620,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018294,502382119,0,0,21/06/2025,20/08/2025,0,58,33787.52,0,0,33787.52,TTD,3000000,0,0,0,33787.52,0,Invoice,Cement,72,0,jplconcretedivision@gmail.com,TCL,502382119,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018327,502407690,0,0,24/06/2025,23/08/2025,0,55,34946.83,0,0,34946.83,TTD,3000000,0,0,0,34946.83,0,Invoice,Cement,69,0,jplconcretedivision@gmail.com,TCL,502407690,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018400,502385191,0,0,21/06/2025,20/08/2025,0,58,34560.39,0,0,34560.39,TTD,3000000,0,0,0,34560.39,0,Invoice,Cement,72,0,jplconcretedivision@gmail.com,TCL,502385191,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018401,502385193,0,0,21/06/2025,20/08/2025,0,58,34148.19,0,0,34148.19,TTD,3000000,0,0,0,34148.19,0,Invoice,Cement,72,0,jplconcretedivision@gmail.com,TCL,502385193,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018459,502453495,0,0,28/06/2025,27/08/2025,0,51,37407.15,0,0,37407.15,TTD,3000000,0,0,0,37407.15,0,Invoice,Cement,65,0,jplconcretedivision@gmail.com,TCL,502453495,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018460,502453496,0,0,28/06/2025,27/08/2025,0,51,36093.26,0,0,36093.26,TTD,3000000,0,0,0,36093.26,0,Invoice,Cement,65,0,jplconcretedivision@gmail.com,TCL,502453496,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018461,502457080,0,0,28/06/2025,27/08/2025,0,51,34457.34,0,0,34457.34,TTD,3000000,0,0,0,34457.34,0,Invoice,Cement,65,0,jplconcretedivision@gmail.com,TCL,502457080,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018462,502457081,0,0,28/06/2025,27/08/2025,0,51,26715.71,0,0,26715.71,TTD,3000000,0,0,0,26715.71,0,Invoice,Cement,65,0,jplconcretedivision@gmail.com,TCL,502457081,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018480,502461336,0,0,30/06/2025,29/08/2025,0,49,36866.14,0,0,36866.14,TTD,3000000,0,0,0,36866.14,0,Invoice,Cement,63,0,jplconcretedivision@gmail.com,TCL,502461336,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018555,502392723,0,0,24/06/2025,23/08/2025,0,55,35848.52,0,0,35848.52,TTD,3000000,0,0,0,35848.52,0,Invoice,Cement,69,0,jplconcretedivision@gmail.com,TCL,502392723,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018711,502437930,0,0,26/06/2025,25/08/2025,0,53,36544.11,0,0,36544.11,TTD,3000000,0,0,0,36544.11,0,Invoice,Cement,67,0,jplconcretedivision@gmail.com,TCL,502437930,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018712,502437934,0,0,26/06/2025,25/08/2025,0,53,35719.71,0,0,35719.71,TTD,3000000,0,0,0,35719.71,0,Invoice,Cement,67,0,jplconcretedivision@gmail.com,TCL,502437934,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018812,502427055,0,0,26/06/2025,25/08/2025,0,53,35449.2,0,0,35449.2,TTD,3000000,0,0,0,35449.2,0,Invoice,Cement,67,0,jplconcretedivision@gmail.com,TCL,502427055,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400018983,502466844,0,0,30/06/2025,29/08/2025,0,49,37742.06,0,0,37742.06,TTD,3000000,0,0,0,37742.06,0,Invoice,Cement,63,0,jplconcretedivision@gmail.com,TCL,502466844,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019118,502471882,0,0,1/07/2025,30/08/2025,0,48,37458.68,0,0,37458.68,TTD,3000000,0,0,0,37458.68,0,Invoice,Cement,62,0,jplconcretedivision@gmail.com,TCL,502471882,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019197,502535409,0,0,6/07/2025,4/09/2025,0,43,29549.59,0,0,29549.59,TTD,3000000,0,0,0,29549.59,0,Invoice,Cement,57,0,jplconcretedivision@gmail.com,TCL,502535409,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019261,502528199,0,0,5/07/2025,3/09/2025,0,44,35681.06,0,0,35681.06,TTD,3000000,0,0,0,35681.06,0,Invoice,Cement,58,0,jplconcretedivision@gmail.com,TCL,502528199,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019352,502526749,0,0,4/07/2025,2/09/2025,0,45,35809.88,0,0,35809.88,TTD,3000000,0,0,0,35809.88,0,Invoice,Cement,59,0,jplconcretedivision@gmail.com,TCL,502526749,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019362,502533969,0,0,5/07/2025,3/09/2025,0,44,36428.18,0,0,36428.18,TTD,3000000,0,0,0,36428.18,0,Invoice,Cement,58,0,jplconcretedivision@gmail.com,TCL,502533969,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019548,502529872,0,0,5/07/2025,3/09/2025,0,44,37046.48,0,0,37046.48,TTD,3000000,0,0,0,37046.48,0,Invoice,Cement,58,0,jplconcretedivision@gmail.com,TCL,502529872,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019559,502559532,0,0,8/07/2025,6/09/2025,0,41,38437.65,0,0,38437.65,TTD,3000000,0,0,0,38437.65,0,Invoice,Cement,55,0,jplconcretedivision@gmail.com,TCL,502559532,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019560,502559533,0,0,8/07/2025,6/09/2025,0,41,37587.49,0,0,37587.49,TTD,3000000,0,0,0,37587.49,0,Invoice,Cement,55,0,jplconcretedivision@gmail.com,TCL,502559533,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019595,502572398,0,0,9/07/2025,7/09/2025,0,40,39287.81,0,0,39287.81,TTD,3000000,0,0,0,39287.81,0,Invoice,Cement,54,0,jplconcretedivision@gmail.com,TCL,502572398,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019622,502537460,0,0,7/07/2025,5/09/2025,0,42,39133.24,0,0,39133.24,TTD,3000000,0,0,0,39133.24,0,Invoice,Cement,56,0,jplconcretedivision@gmail.com,TCL,502537460,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019695,502565743,0,0,9/07/2025,7/09/2025,0,40,39133.24,0,0,39133.24,TTD,3000000,0,0,0,39133.24,0,Invoice,Cement,54,0,jplconcretedivision@gmail.com,TCL,502565743,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019697,502578706,0,0,10/07/2025,8/09/2025,0,39,39287.81,0,0,39287.81,TTD,3000000,0,0,0,39287.81,0,Invoice,Cement,53,0,jplconcretedivision@gmail.com,TCL,502578706,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019722,502545858,0,0,7/07/2025,5/09/2025,0,42,37587.49,0,0,37587.49,TTD,3000000,0,0,0,37587.49,0,Invoice,Cement,56,0,jplconcretedivision@gmail.com,TCL,502545858,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400019936,502586447,0,0,10/07/2025,8/09/2025,0,39,38051.21,0,0,38051.21,TTD,3000000,0,0,0,38051.21,0,Invoice,Cement,53,0,jplconcretedivision@gmail.com,TCL,502586447,7109
7802,1002,TT00,51043521,67190657,JUNIOR SAMMY CONTRAC,Junior Sammy Contractors Limited,RV,3400020390,502607131,0,0,12/07/2025,10/09/2025,0,37,22052.7,0,0,22052.7,TTD,3000000,0,0,0,22052.7,0,Invoice,Cement,51,0,jplconcretedivision@gmail.com,TCL,502607131,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400020401,502599035,0,0,11/07/2025,9/09/2025,0,38,38283.08,0,0,38283.08,TTD,3000000,0,0,0,38283.08,0,Invoice,Cement,52,0,jplconcretedivision@gmail.com,TCL,502599035,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400020402,502599036,0,0,11/07/2025,9/09/2025,0,38,38051.21,0,0,38051.21,TTD,3000000,0,0,0,38051.21,0,Invoice,Cement,52,0,jplconcretedivision@gmail.com,TCL,502599036,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400021249,502698906,0,0,21/07/2025,19/09/2025,0,28,36067.5,0,0,36067.5,TTD,3000000,0,0,36067.5,0,0,Invoice,Cement,42,0,jplconcretedivision@gmail.com,TCL,502698906,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400021278,502720515,0,0,23/07/2025,21/09/2025,0,26,36144.79,0,0,36144.79,TTD,3000000,0,0,36144.79,0,0,Invoice,Cement,40,0,jplconcretedivision@gmail.com,TCL,502720515,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400023861,503156655,0,0,4/09/2025,3/11/2025,0,-17,34650.56,0,0,34650.56,TTD,3000000,0,34650.56,0,0,0,Invoice,Cement,-3,0,jplconcretedivision@gmail.com,TCL,503156655,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400023871,503184023,0,0,8/09/2025,7/11/2025,0,-21,34444.46,0,0,34444.46,TTD,3000000,0,34444.46,0,0,0,Invoice,Cement,-7,0,jplconcretedivision@gmail.com,TCL,503184023,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400024830,503186043,0,0,9/09/2025,8/11/2025,0,-22,34676.33,0,0,34676.33,TTD,3000000,0,34676.33,0,0,0,Invoice,Cement,-8,0,jplconcretedivision@gmail.com,TCL,503186043,7109
7802,1002,TT00,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400025303,503166739,0,0,5/09/2025,4/11/2025,0,-18,34058.03,0,0,34058.03,TTD,3000000,0,34058.03,0,0,0,Invoice,Cement,-4,0,jplconcretedivision@gmail.com,TCL,503166739,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001662,501759328,0,0,24/04/2025,23/06/2025,0,116,50601.6,0,0,50601.6,TTD,1900000,0,0,0,0,50601.6,Invoice,Aggregates,130,0,jplconcretedivision@gmail.com,RML,501759328,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001682,501779674,0,0,26/04/2025,25/06/2025,0,114,40020.75,0,0,40020.75,TTD,1900000,0,0,0,0,40020.75,Invoice,Aggregates,128,0,jplconcretedivision@gmail.com,RML,501779674,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001683,501779675,0,0,26/04/2025,25/06/2025,0,114,3316.95,0,0,3316.95,TTD,1900000,0,0,0,0,3316.95,Invoice,Aggregates,128,0,jplconcretedivision@gmail.com,RML,501779675,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001684,501780251,0,0,26/04/2025,25/06/2025,0,114,14119.2,0,0,14119.2,TTD,1900000,0,0,0,0,14119.2,Invoice,Aggregates,128,0,jplconcretedivision@gmail.com,RML,501780251,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001739,501850424,0,0,2/05/2025,1/07/2025,0,108,32964.75,0,0,32964.75,TTD,1900000,0,0,0,0,32964.75,Invoice,Aggregates,122,0,jplconcretedivision@gmail.com,RML,501850424,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001740,501851601,0,0,2/05/2025,1/07/2025,0,108,34329.6,0,0,34329.6,TTD,1900000,0,0,0,0,34329.6,Invoice,Aggregates,122,0,jplconcretedivision@gmail.com,RML,501851601,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001741,501858907,0,0,3/05/2025,2/07/2025,0,107,59015.25,0,0,59015.25,TTD,1900000,0,0,0,0,59015.25,Invoice,Aggregates,121,0,jplconcretedivision@gmail.com,RML,501858907,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001744,501909157,0,0,8/05/2025,7/07/2025,0,102,14089.95,0,0,14089.95,TTD,1900000,0,0,0,0,14089.95,Invoice,Aggregates,116,0,jplconcretedivision@gmail.com,RML,501909157,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001761,501929168,0,0,10/05/2025,9/07/2025,0,100,39576.6,0,0,39576.6,TTD,1900000,0,0,0,0,39576.6,Invoice,Aggregates,114,0,jplconcretedivision@gmail.com,RML,501929168,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001775,502053269,0,0,21/05/2025,20/07/2025,0,89,3323.25,0,0,3323.25,TTD,1900000,0,0,0,0,3323.25,Invoice,Aggregates,103,0,jplconcretedivision@gmail.com,RML,502053269,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001776,502053270,0,0,21/05/2025,20/07/2025,0,89,6205.5,0,0,6205.5,TTD,1900000,0,0,0,0,6205.5,Invoice,Aggregates,103,0,jplconcretedivision@gmail.com,RML,502053270,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001779,502086098,0,0,24/05/2025,23/07/2025,0,86,27234,0,0,27234,TTD,1900000,0,0,0,0,27234,Invoice,Aggregates,100,0,jplconcretedivision@gmail.com,RML,502086098,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001780,502086726,0,0,24/05/2025,23/07/2025,0,86,43744.05,0,0,43744.05,TTD,1900000,0,0,0,0,43744.05,Invoice,Aggregates,100,0,jplconcretedivision@gmail.com,RML,502086726,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001893,501794146,0,0,28/04/2025,27/06/2025,0,112,17028,0,0,17028,TTD,1900000,0,0,0,0,17028,Invoice,Aggregates,126,0,jplconcretedivision@gmail.com,RML,501794146,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001894,501794147,0,0,28/04/2025,27/06/2025,0,112,38864.7,0,0,38864.7,TTD,1900000,0,0,0,0,38864.7,Invoice,Aggregates,126,0,jplconcretedivision@gmail.com,RML,501794147,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001895,501794148,0,0,28/04/2025,27/06/2025,0,112,10263.6,0,0,10263.6,TTD,1900000,0,0,0,0,10263.6,Invoice,Aggregates,126,0,jplconcretedivision@gmail.com,RML,501794148,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001925,501770972,0,0,25/04/2025,24/06/2025,0,115,11815.65,0,0,11815.65,TTD,1900000,0,0,0,0,11815.65,Invoice,Aggregates,129,0,jplconcretedivision@gmail.com,RML,501770972,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001926,501771502,0,0,25/04/2025,24/06/2025,0,115,63950.4,0,0,63950.4,TTD,1900000,0,0,0,0,63950.4,Invoice,Aggregates,129,0,jplconcretedivision@gmail.com,RML,501771502,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001930,501811625,0,0,29/04/2025,28/06/2025,0,111,38757.6,0,0,38757.6,TTD,1900000,0,0,0,0,38757.6,Invoice,Aggregates,125,0,jplconcretedivision@gmail.com,RML,501811625,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001931,501811702,0,0,29/04/2025,28/06/2025,0,111,45051.3,0,0,45051.3,TTD,1900000,0,0,0,0,45051.3,Invoice,Aggregates,125,0,jplconcretedivision@gmail.com,RML,501811702,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001933,501834407,0,0,1/05/2025,30/06/2025,0,109,9516.15,0,0,9516.15,TTD,1900000,0,0,0,0,9516.15,Invoice,Aggregates,123,0,jplconcretedivision@gmail.com,RML,501834407,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001934,501834409,0,0,1/05/2025,30/06/2025,0,109,29436.75,0,0,29436.75,TTD,1900000,0,0,0,0,29436.75,Invoice,Aggregates,123,0,jplconcretedivision@gmail.com,RML,501834409,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001935,501834411,0,0,1/05/2025,30/06/2025,0,109,18730.8,0,0,18730.8,TTD,1900000,0,0,0,0,18730.8,Invoice,Aggregates,123,0,jplconcretedivision@gmail.com,RML,501834411,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400001936,501834412,0,0,1/05/2025,30/06/2025,0,109,11088,0,0,11088,TTD,1900000,0,0,0,0,11088,Invoice,Aggregates,123,0,jplconcretedivision@gmail.com,RML,501834412,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002013,501740890,0,0,23/04/2025,22/06/2025,0,117,21435.75,8176.05,0,13259.7,TTD,1900000,0,0,0,0,13259.7,Invoice,Aggregates,131,0,jplconcretedivision@gmail.com,RML,501740890,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002071,501992779,0,0,15/05/2025,14/07/2025,0,95,23310,0,0,23310,TTD,1900000,0,0,0,0,23310,Invoice,Aggregates,109,0,jplconcretedivision@gmail.com,RML,501992779,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002072,501992781,0,0,15/05/2025,14/07/2025,0,95,5374.8,0,0,5374.8,TTD,1900000,0,0,0,0,5374.8,Invoice,Aggregates,109,0,jplconcretedivision@gmail.com,RML,501992781,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002082,502079307,0,0,23/05/2025,22/07/2025,0,87,25743.6,0,0,25743.6,TTD,1900000,0,0,0,0,25743.6,Invoice,Aggregates,101,0,jplconcretedivision@gmail.com,RML,502079307,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002083,502079309,0,0,23/05/2025,22/07/2025,0,87,19296,0,0,19296,TTD,1900000,0,0,0,0,19296,Invoice,Aggregates,101,0,jplconcretedivision@gmail.com,RML,502079309,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002084,502079313,0,0,23/05/2025,22/07/2025,0,87,37803.15,0,0,37803.15,TTD,1900000,0,0,0,0,37803.15,Invoice,Aggregates,101,0,jplconcretedivision@gmail.com,RML,502079313,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002210,501869911,0,0,5/05/2025,4/07/2025,0,105,39003.3,0,0,39003.3,TTD,1900000,0,0,0,0,39003.3,Invoice,Aggregates,119,0,jplconcretedivision@gmail.com,RML,501869911,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002215,501895492,0,0,7/05/2025,6/07/2025,0,103,19555.2,0,0,19555.2,TTD,1900000,0,0,0,0,19555.2,Invoice,Aggregates,117,0,jplconcretedivision@gmail.com,RML,501895492,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002223,501943963,0,0,12/05/2025,11/07/2025,0,98,34467.3,0,0,34467.3,TTD,1900000,0,0,0,0,34467.3,Invoice,Aggregates,112,0,jplconcretedivision@gmail.com,RML,501943963,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002307,501826645,0,0,30/04/2025,29/06/2025,0,110,38203.2,0,0,38203.2,TTD,1900000,0,0,0,0,38203.2,Invoice,Aggregates,124,0,jplconcretedivision@gmail.com,RML,501826645,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002308,501826646,0,0,30/04/2025,29/06/2025,0,110,28555.2,0,0,28555.2,TTD,1900000,0,0,0,0,28555.2,Invoice,Aggregates,124,0,jplconcretedivision@gmail.com,RML,501826646,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002324,501881198,0,0,6/05/2025,5/07/2025,0,104,15781.5,0,0,15781.5,TTD,1900000,0,0,0,0,15781.5,Invoice,Aggregates,118,0,jplconcretedivision@gmail.com,RML,501881198,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002325,501884551,0,0,6/05/2025,5/07/2025,0,104,31226.4,0,0,31226.4,TTD,1900000,0,0,0,0,31226.4,Invoice,Aggregates,118,0,jplconcretedivision@gmail.com,RML,501884551,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002367,502105896,0,0,26/05/2025,25/07/2025,0,84,35028,0,0,35028,TTD,1900000,0,0,0,0,35028,Invoice,Aggregates,98,0,jplconcretedivision@gmail.com,RML,502105896,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002368,502105898,0,0,26/05/2025,25/07/2025,0,84,24076.8,0,0,24076.8,TTD,1900000,0,0,0,0,24076.8,Invoice,Aggregates,98,0,jplconcretedivision@gmail.com,RML,502105898,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002390,502177792,0,0,2/06/2025,1/08/2025,0,77,6826.05,0,0,6826.05,TTD,1900000,0,0,0,0,6826.05,Invoice,Aggregates,91,0,jplconcretedivision@gmail.com,RML,502177792,7109
7803,1004,TT01,51043521,67067419,Z060 JUNIO,Junior Sammy Contractors Limited,RV,3400002433,501921184,0,0,9/05/2025,8/07/2025,0,101,5777.1,0,0,5777.1,TTD,1900000,0,0,0,0,5777.1,Invoice,Aggregates,115,0,jplconcretedivision@gmail.com,RML,501921184,7109
